SK_ID_CURR,FLAG_OWN_CAR,OWN_CAR_AGE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,REGION_RATING_CLIENT
215873,N,,Y,House / apartment,2
154431,N,,Y,House / apartment,2
387359,Y,34.0,Y,House / apartment,2
290049,Y,14.0,Y,Municipal apartment,2
340471,N,,N,House / apartment,1
152610,Y,13.0,N,House / apartment,3
329473,Y,14.0,Y,House / apartment,3
141513,Y,13.0,Y,House / apartment,2
423777,Y,9.0,Y,House / apartment,2
169866,N,,Y,House / apartment,2
159482,N,,N,House / apartment,2
264494,Y,17.0,Y,Rented apartment,2
437416,N,,Y,House / apartment,2
158296,N,,N,House / apartment,2
396579,Y,6.0,Y,House / apartment,2
356999,Y,21.0,N,House / apartment,2
352051,Y,1.0,Y,House / apartment,2
251766,N,,Y,House / apartment,1
444351,Y,15.0,N,House / apartment,2
443498,Y,7.0,Y,House / apartment,2
293760,N,,Y,House / apartment,1
377500,Y,6.0,N,With parents,2
214139,Y,16.0,Y,House / apartment,3
275795,N,,N,House / apartment,2
277487,N,,N,House / apartment,2
280094,N,,Y,House / apartment,3
369357,Y,2.0,Y,House / apartment,1
395376,N,,Y,House / apartment,2
170294,N,,Y,House / apartment,3
117627,Y,11.0,Y,House / apartment,2
297962,N,,Y,House / apartment,2
343767,N,,Y,House / apartment,2
158783,N,,N,House / apartment,3
231476,N,,Y,Rented apartment,2
350384,N,,Y,House / apartment,2
190194,N,,Y,House / apartment,2
271892,N,,Y,House / apartment,2
167175,N,,Y,House / apartment,2
428251,N,,Y,House / apartment,2
396281,N,,Y,House / apartment,3
183668,N,,Y,House / apartment,2
372041,N,,Y,House / apartment,2
344245,N,,N,House / apartment,3
250973,Y,7.0,Y,House / apartment,2
213102,N,,Y,House / apartment,2
141970,N,,Y,House / apartment,2
298809,N,,Y,House / apartment,2
161347,N,,Y,House / apartment,3
213420,N,,Y,House / apartment,3
421908,N,,Y,House / apartment,2
409047,Y,65.0,Y,With parents,2
347999,N,,N,Rented apartment,2
155544,Y,10.0,N,House / apartment,3
388607,N,,Y,House / apartment,2
412506,N,,N,House / apartment,2
246815,Y,23.0,N,House / apartment,1
347603,N,,Y,House / apartment,3
323222,N,,N,Municipal apartment,3
419928,N,,Y,House / apartment,2
438162,Y,11.0,Y,Office apartment,3
171283,Y,10.0,N,House / apartment,3
345491,N,,Y,House / apartment,1
191424,N,,N,House / apartment,2
112091,N,,N,Municipal apartment,2
218429,Y,1.0,Y,House / apartment,2
177658,N,,Y,House / apartment,2
281483,N,,N,House / apartment,2
318693,Y,7.0,Y,House / apartment,1
448158,Y,12.0,Y,House / apartment,2
403717,N,,Y,House / apartment,2
324319,N,,Y,With parents,2
100986,Y,1.0,Y,House / apartment,2
448020,N,,Y,Rented apartment,2
246670,N,,N,House / apartment,2
305498,N,,N,House / apartment,2
248946,N,,Y,House / apartment,1
334403,Y,1.0,Y,Rented apartment,2
406073,N,,Y,House / apartment,2
230946,Y,13.0,Y,House / apartment,2
216603,N,,N,Municipal apartment,1
412530,N,,N,House / apartment,2
160695,Y,4.0,Y,House / apartment,2
107143,N,,Y,House / apartment,2
124008,N,,N,House / apartment,2
336945,N,,Y,House / apartment,2
128084,N,,Y,House / apartment,2
439459,N,,Y,House / apartment,2
341748,Y,16.0,Y,House / apartment,2
163932,Y,22.0,N,House / apartment,2
147987,Y,10.0,Y,House / apartment,2
282545,Y,5.0,Y,House / apartment,2
265536,Y,13.0,N,House / apartment,2
321720,Y,17.0,Y,House / apartment,3
109569,N,,Y,House / apartment,2
329207,N,,Y,House / apartment,2
297455,N,,N,House / apartment,2
107860,Y,10.0,N,House / apartment,2
204224,N,,Y,House / apartment,2
304769,Y,6.0,Y,House / apartment,2
295428,N,,Y,House / apartment,2
412658,N,,N,House / apartment,2
362488,N,,N,House / apartment,1
279718,N,,Y,House / apartment,2
298674,Y,16.0,Y,House / apartment,2
384089,N,,Y,House / apartment,1
443291,N,,Y,House / apartment,2
396042,N,,Y,House / apartment,2
356712,Y,7.0,N,House / apartment,2
391748,Y,14.0,Y,House / apartment,3
353226,Y,6.0,Y,House / apartment,1
146378,Y,6.0,Y,Municipal apartment,2
119165,N,,N,Municipal apartment,2
236301,Y,3.0,Y,House / apartment,2
237100,Y,25.0,Y,House / apartment,1
348944,Y,3.0,Y,House / apartment,2
124960,N,,N,Municipal apartment,2
195544,N,,N,House / apartment,3
209930,N,,Y,House / apartment,2
321182,N,,Y,House / apartment,2
160298,N,,N,With parents,2
305316,N,,N,House / apartment,2
121907,N,,N,House / apartment,2
128861,N,,Y,House / apartment,3
335802,N,,Y,With parents,2
141216,Y,9.0,N,Rented apartment,1
182252,Y,7.0,N,House / apartment,1
130933,N,,N,House / apartment,2
151321,N,,Y,House / apartment,2
454898,N,,N,House / apartment,3
306407,Y,4.0,Y,House / apartment,2
145423,N,,Y,House / apartment,2
331771,N,,Y,House / apartment,2
387465,Y,6.0,Y,House / apartment,3
319928,N,,Y,House / apartment,2
122643,N,,Y,House / apartment,2
341502,Y,1.0,Y,House / apartment,2
455510,Y,7.0,Y,House / apartment,2
300745,Y,2.0,N,House / apartment,2
421787,N,,Y,House / apartment,2
308450,N,,Y,House / apartment,1
232857,Y,8.0,N,House / apartment,2
180499,Y,6.0,Y,House / apartment,2
197632,N,,N,House / apartment,2
228300,N,,Y,House / apartment,2
155964,N,,Y,House / apartment,2
438110,N,,Y,House / apartment,2
356575,Y,16.0,Y,House / apartment,3
427510,N,,Y,House / apartment,2
144022,N,,Y,House / apartment,3
117454,N,,Y,House / apartment,1
378782,N,,Y,House / apartment,2
285899,N,,N,House / apartment,2
302111,N,,N,House / apartment,3
326358,Y,35.0,Y,House / apartment,2
448456,N,,Y,House / apartment,3
273257,N,,Y,House / apartment,2
135821,Y,11.0,Y,House / apartment,2
365068,Y,13.0,N,With parents,2
414220,N,,Y,House / apartment,2
210318,N,,Y,House / apartment,2
318922,N,,Y,House / apartment,2
406275,Y,7.0,Y,House / apartment,2
403068,N,,Y,House / apartment,1
355719,Y,14.0,N,House / apartment,2
399082,N,,Y,House / apartment,3
217570,N,,Y,House / apartment,2
426007,N,,Y,House / apartment,2
347781,N,,N,With parents,2
206244,N,,N,House / apartment,2
295749,N,,Y,House / apartment,1
338315,Y,6.0,N,With parents,3
400419,N,,Y,House / apartment,2
271394,N,,N,House / apartment,3
361862,Y,15.0,Y,House / apartment,2
247132,N,,Y,House / apartment,3
377863,N,,Y,House / apartment,2
146233,Y,9.0,Y,House / apartment,2
422942,N,,Y,House / apartment,1
152407,Y,5.0,Y,House / apartment,1
263693,N,,Y,House / apartment,1
130814,Y,5.0,Y,House / apartment,1
258641,N,,N,House / apartment,2
362421,N,,Y,House / apartment,1
168744,N,,Y,House / apartment,2
255321,N,,N,House / apartment,2
135131,Y,7.0,Y,House / apartment,2
375196,Y,4.0,Y,House / apartment,2
305188,Y,16.0,Y,House / apartment,2
140521,N,,Y,House / apartment,2
324432,N,,Y,House / apartment,2
396077,N,,Y,House / apartment,2
454101,N,,N,House / apartment,2
144098,N,,Y,House / apartment,2
162274,N,,Y,House / apartment,2
438330,Y,5.0,N,House / apartment,2
261223,Y,6.0,Y,House / apartment,2
312861,N,,Y,House / apartment,2
182433,Y,22.0,Y,Rented apartment,2
296033,N,,Y,House / apartment,2
207864,Y,37.0,Y,House / apartment,1
383837,N,,N,With parents,2
368738,N,,Y,House / apartment,1
379950,N,,Y,House / apartment,2
288325,N,,Y,House / apartment,2
228638,N,,N,House / apartment,3
436751,Y,13.0,Y,House / apartment,1
435599,Y,9.0,Y,House / apartment,3
126941,Y,28.0,N,House / apartment,2
151618,Y,7.0,N,House / apartment,2
113034,N,,N,House / apartment,2
187733,N,,Y,House / apartment,2
335641,Y,3.0,Y,House / apartment,2
143954,N,,Y,House / apartment,2
126663,N,,Y,House / apartment,2
103133,Y,22.0,N,House / apartment,2
397314,Y,15.0,Y,Office apartment,1
440728,Y,12.0,N,House / apartment,3
107713,N,,Y,House / apartment,1
344052,N,,Y,House / apartment,2
167748,N,,N,House / apartment,2
394390,Y,14.0,Y,House / apartment,2
287189,N,,Y,House / apartment,1
408647,N,,N,House / apartment,2
286133,N,,Y,House / apartment,3
195706,N,,N,With parents,2
354769,N,,Y,House / apartment,1
431243,Y,3.0,Y,House / apartment,2
289611,N,,Y,House / apartment,2
199258,N,,N,House / apartment,2
268475,Y,3.0,N,House / apartment,1
287121,N,,N,House / apartment,2
244167,Y,1.0,N,House / apartment,2
380681,Y,3.0,N,House / apartment,2
153736,N,,Y,House / apartment,2
312339,N,,Y,House / apartment,2
274371,N,,Y,House / apartment,2
445719,Y,19.0,Y,House / apartment,2
124213,Y,8.0,Y,House / apartment,3
137997,N,,Y,House / apartment,2
118766,Y,16.0,N,House / apartment,2
189723,N,,N,With parents,2
429956,Y,8.0,Y,House / apartment,2
288262,Y,8.0,Y,House / apartment,2
444685,N,,Y,House / apartment,3
377229,N,,Y,House / apartment,2
367578,Y,8.0,Y,House / apartment,2
132877,N,,Y,House / apartment,3
111985,N,,N,House / apartment,2
225964,Y,14.0,Y,House / apartment,2
154219,N,,Y,House / apartment,2
200215,N,,Y,House / apartment,2
101130,Y,10.0,Y,House / apartment,2
227930,Y,0.0,Y,House / apartment,2
131745,Y,17.0,N,House / apartment,2
395440,N,,Y,House / apartment,2
297451,N,,Y,House / apartment,2
259567,N,,N,House / apartment,2
282932,N,,Y,House / apartment,2
332348,Y,7.0,Y,House / apartment,3
206236,N,,N,House / apartment,2
310217,N,,N,House / apartment,2
213630,N,,Y,House / apartment,2
130093,N,,Y,House / apartment,1
229232,Y,2.0,Y,House / apartment,2
124825,N,,Y,House / apartment,2
354183,N,,Y,House / apartment,2
331246,N,,Y,House / apartment,1
229182,N,,N,With parents,2
348032,Y,31.0,Y,House / apartment,3
329518,N,,Y,House / apartment,1
176245,Y,11.0,Y,House / apartment,2
399856,N,,Y,House / apartment,3
356067,N,,Y,House / apartment,2
228043,Y,7.0,Y,House / apartment,2
196106,N,,Y,House / apartment,2
154201,N,,Y,House / apartment,1
132561,N,,N,House / apartment,2
350573,Y,17.0,Y,House / apartment,2
439865,Y,5.0,N,House / apartment,2
382743,N,,Y,House / apartment,2
268687,N,,Y,House / apartment,2
244141,N,,Y,House / apartment,2
188701,Y,5.0,Y,House / apartment,2
404780,N,,N,House / apartment,2
240062,Y,3.0,Y,House / apartment,2
339992,N,,N,House / apartment,2
216109,Y,8.0,Y,House / apartment,2
348718,N,,Y,House / apartment,2
448568,Y,19.0,Y,With parents,3
139105,N,,Y,House / apartment,2
108226,N,,Y,House / apartment,2
435019,Y,5.0,Y,House / apartment,2
283276,Y,1.0,N,House / apartment,3
233659,Y,7.0,Y,House / apartment,2
246687,N,,Y,House / apartment,2
189819,N,,Y,House / apartment,2
123480,Y,11.0,Y,House / apartment,2
427273,N,,Y,House / apartment,2
426971,N,,Y,House / apartment,3
334781,N,,N,House / apartment,1
243786,N,,Y,Rented apartment,1
420061,N,,N,House / apartment,1
202194,N,,Y,House / apartment,2
388595,Y,8.0,Y,House / apartment,1
185619,N,,N,House / apartment,2
104859,Y,24.0,Y,House / apartment,3
297511,Y,3.0,N,House / apartment,2
226230,N,,Y,With parents,3
202495,Y,1.0,Y,House / apartment,2
179387,N,,Y,With parents,2
342511,N,,Y,House / apartment,3
439574,Y,4.0,Y,House / apartment,2
165884,Y,7.0,Y,House / apartment,2
251794,Y,12.0,Y,House / apartment,3
198483,N,,N,House / apartment,1
269961,N,,Y,House / apartment,2
363062,N,,Y,House / apartment,2
439252,Y,6.0,N,House / apartment,2
300592,Y,64.0,Y,House / apartment,2
328530,Y,10.0,Y,House / apartment,1
394060,Y,1.0,Y,House / apartment,2
225825,N,,N,With parents,2
368591,N,,N,With parents,2
292772,Y,3.0,Y,House / apartment,2
235844,N,,Y,House / apartment,2
368929,Y,23.0,Y,House / apartment,2
379823,N,,Y,House / apartment,2
242091,Y,6.0,Y,House / apartment,3
424578,N,,N,House / apartment,2
237738,Y,16.0,Y,House / apartment,2
297202,N,,Y,House / apartment,3
283580,Y,17.0,Y,House / apartment,2
421120,N,,Y,House / apartment,2
173615,N,,Y,House / apartment,2
274476,N,,N,House / apartment,1
223848,Y,21.0,N,House / apartment,2
343573,Y,9.0,Y,House / apartment,2
436051,N,,Y,House / apartment,2
390505,N,,N,House / apartment,2
300660,N,,Y,House / apartment,2
378381,N,,Y,House / apartment,2
189868,Y,6.0,Y,House / apartment,2
254851,N,,Y,House / apartment,2
257284,Y,5.0,N,House / apartment,2
317762,N,,Y,House / apartment,2
248470,Y,12.0,N,House / apartment,2
405188,Y,2.0,Y,House / apartment,2
191758,N,,N,House / apartment,2
350593,N,,Y,House / apartment,2
433191,Y,2.0,Y,House / apartment,2
404589,Y,12.0,N,House / apartment,2
455298,Y,13.0,Y,House / apartment,2
136924,Y,15.0,Y,House / apartment,3
351704,N,,N,House / apartment,2
217990,Y,5.0,Y,House / apartment,2
185160,N,,Y,House / apartment,2
317683,N,,Y,House / apartment,1
267651,N,,Y,House / apartment,2
384553,Y,9.0,Y,House / apartment,2
206856,Y,7.0,Y,House / apartment,2
261490,N,,Y,House / apartment,2
332067,N,,Y,House / apartment,2
262616,N,,Y,House / apartment,2
289747,N,,Y,House / apartment,2
446035,Y,4.0,Y,House / apartment,2
252063,N,,N,House / apartment,2
162332,N,,Y,House / apartment,2
164173,Y,8.0,Y,House / apartment,2
452407,N,,Y,House / apartment,2
318052,Y,3.0,N,Office apartment,2
398422,N,,Y,House / apartment,2
217968,N,,Y,House / apartment,2
201311,N,,Y,House / apartment,2
225509,N,,Y,House / apartment,3
258388,Y,3.0,Y,House / apartment,2
203988,N,,Y,House / apartment,2
206748,N,,Y,House / apartment,2
284857,N,,N,House / apartment,1
269582,N,,Y,House / apartment,2
274956,N,,Y,House / apartment,2
415791,N,,Y,House / apartment,1
386678,N,,Y,House / apartment,2
200066,N,,Y,House / apartment,2
162192,N,,N,House / apartment,3
359255,Y,27.0,Y,House / apartment,1
371171,N,,N,Municipal apartment,2
388580,Y,7.0,Y,House / apartment,2
370823,N,,N,House / apartment,2
288183,Y,11.0,N,House / apartment,2
152849,N,,N,Municipal apartment,1
423068,N,,Y,House / apartment,1
312030,N,,Y,House / apartment,2
244567,Y,15.0,N,House / apartment,2
159405,N,,N,Rented apartment,2
357650,N,,Y,House / apartment,2
272433,N,,Y,House / apartment,2
402915,Y,3.0,Y,House / apartment,2
294650,N,,N,House / apartment,1
401474,Y,7.0,Y,House / apartment,2
211789,N,,Y,House / apartment,2
190217,N,,Y,Office apartment,2
395102,N,,N,House / apartment,2
394587,N,,Y,House / apartment,3
186640,Y,3.0,N,House / apartment,2
178445,N,,Y,House / apartment,1
423733,N,,Y,House / apartment,2
385757,Y,7.0,N,Rented apartment,3
391598,Y,13.0,Y,House / apartment,2
335265,Y,10.0,Y,House / apartment,2
260539,Y,14.0,Y,House / apartment,2
368442,Y,33.0,Y,House / apartment,2
297950,N,,N,House / apartment,2
409581,Y,6.0,Y,House / apartment,2
209719,N,,N,House / apartment,2
286445,N,,Y,House / apartment,2
201769,N,,Y,House / apartment,3
113635,N,,N,Rented apartment,3
419083,N,,Y,Office apartment,2
305715,N,,Y,House / apartment,2
309568,N,,Y,House / apartment,1
107464,Y,3.0,Y,House / apartment,3
452129,N,,Y,House / apartment,2
246207,Y,0.0,N,House / apartment,2
310209,Y,1.0,Y,House / apartment,2
413101,Y,1.0,Y,House / apartment,2
145742,N,,Y,House / apartment,2
281110,N,,N,With parents,2
386162,N,,N,House / apartment,2
454483,N,,Y,House / apartment,2
109819,N,,N,House / apartment,3
431160,N,,Y,House / apartment,2
313520,N,,Y,House / apartment,3
171140,N,,N,House / apartment,3
254032,N,,Y,House / apartment,2
417536,N,,Y,House / apartment,2
392487,Y,12.0,Y,House / apartment,2
202056,Y,6.0,Y,House / apartment,2
356004,Y,19.0,Y,House / apartment,2
160049,N,,Y,House / apartment,2
303665,Y,8.0,Y,House / apartment,2
322628,N,,N,With parents,3
277116,N,,Y,House / apartment,2
151341,N,,Y,House / apartment,2
305235,Y,3.0,Y,House / apartment,2
324054,N,,N,House / apartment,3
184978,N,,Y,House / apartment,3
258569,Y,5.0,Y,House / apartment,2
390020,Y,3.0,Y,House / apartment,2
109997,N,,Y,House / apartment,2
285776,Y,1.0,Y,House / apartment,2
216179,Y,5.0,Y,House / apartment,2
332748,Y,1.0,Y,House / apartment,1
435388,N,,Y,House / apartment,2
229983,N,,Y,House / apartment,2
314932,N,,Y,House / apartment,2
456230,Y,9.0,Y,House / apartment,1
184482,Y,8.0,Y,House / apartment,2
434631,Y,16.0,N,House / apartment,2
328847,N,,Y,House / apartment,3
318334,Y,12.0,Y,House / apartment,3
178423,Y,2.0,Y,House / apartment,2
382430,N,,N,With parents,2
450990,Y,8.0,Y,House / apartment,2
308097,N,,N,House / apartment,2
249128,N,,Y,House / apartment,2
442336,N,,N,House / apartment,1
142648,Y,27.0,N,House / apartment,2
425477,Y,9.0,Y,House / apartment,2
415436,Y,8.0,Y,House / apartment,2
362044,N,,N,House / apartment,1
187790,N,,Y,House / apartment,2
309269,N,,N,House / apartment,2
455040,N,,Y,House / apartment,2
287906,N,,Y,House / apartment,1
121469,Y,9.0,N,House / apartment,1
425097,Y,15.0,Y,House / apartment,3
228640,Y,10.0,Y,House / apartment,2
104688,Y,24.0,Y,House / apartment,2
279984,N,,Y,House / apartment,2
318789,N,,Y,House / apartment,2
390185,Y,10.0,N,House / apartment,2
385718,N,,Y,House / apartment,2
297808,Y,5.0,Y,House / apartment,2
151425,Y,7.0,Y,House / apartment,2
389431,N,,Y,House / apartment,3
255110,Y,10.0,Y,With parents,3
346602,N,,Y,House / apartment,2
384078,N,,Y,House / apartment,3
289339,Y,13.0,Y,House / apartment,2
198873,N,,N,House / apartment,3
241880,Y,12.0,N,House / apartment,2
215206,Y,4.0,Y,House / apartment,2
237305,Y,7.0,Y,House / apartment,1
300989,Y,23.0,N,House / apartment,2
151642,N,,Y,House / apartment,3
136269,N,,N,House / apartment,2
414217,Y,15.0,Y,House / apartment,2
308856,N,,Y,House / apartment,2
198076,N,,N,Municipal apartment,3
159780,N,,N,House / apartment,2
106825,Y,12.0,Y,House / apartment,2
338475,Y,5.0,Y,House / apartment,2
143608,Y,1.0,Y,House / apartment,2
266701,N,,Y,House / apartment,2
374398,Y,7.0,N,House / apartment,1
155996,N,,N,House / apartment,2
159231,N,,Y,House / apartment,3
353600,Y,9.0,N,House / apartment,2
328473,N,,Y,House / apartment,2
391490,Y,10.0,Y,House / apartment,2
214283,N,,Y,House / apartment,1
242139,Y,14.0,N,House / apartment,2
398692,N,,Y,House / apartment,2
151138,Y,0.0,Y,House / apartment,1
275049,N,,Y,House / apartment,2
401308,N,,Y,House / apartment,2
387587,N,,N,House / apartment,2
343762,N,,Y,House / apartment,2
298470,Y,8.0,Y,House / apartment,2
166156,Y,2.0,N,House / apartment,2
441164,N,,Y,House / apartment,2
127670,N,,Y,House / apartment,2
209612,N,,Y,House / apartment,1
432624,N,,N,House / apartment,2
184633,N,,N,House / apartment,2
240704,Y,64.0,Y,House / apartment,2
369611,N,,Y,House / apartment,2
111662,N,,Y,House / apartment,2
131819,N,,Y,House / apartment,2
165707,N,,Y,House / apartment,2
396141,N,,Y,House / apartment,2
156265,Y,19.0,N,House / apartment,2
337324,N,,Y,House / apartment,2
145165,Y,0.0,Y,Municipal apartment,2
382537,Y,21.0,Y,House / apartment,3
138264,Y,2.0,Y,House / apartment,2
222314,N,,N,House / apartment,3
440280,N,,N,House / apartment,2
367680,Y,13.0,Y,House / apartment,2
434461,N,,Y,House / apartment,2
110285,N,,Y,House / apartment,2
377375,Y,12.0,N,Municipal apartment,2
284536,N,,Y,House / apartment,2
220038,Y,9.0,Y,House / apartment,2
446822,Y,12.0,N,Municipal apartment,3
420330,N,,N,House / apartment,2
111289,Y,13.0,Y,House / apartment,2
269429,N,,N,House / apartment,1
213110,N,,N,With parents,3
233375,Y,4.0,Y,Rented apartment,2
226158,N,,Y,House / apartment,2
126371,N,,Y,House / apartment,2
115510,N,,Y,With parents,2
383318,N,,Y,House / apartment,2
273515,Y,8.0,Y,House / apartment,2
119331,Y,1.0,Y,House / apartment,3
201986,N,,Y,House / apartment,2
432283,N,,N,House / apartment,3
112241,Y,6.0,Y,House / apartment,2
107601,N,,Y,House / apartment,2
231638,Y,11.0,Y,House / apartment,3
158593,N,,Y,House / apartment,2
164610,N,,N,With parents,2
165751,N,,Y,House / apartment,2
234812,N,,Y,House / apartment,2
436034,N,,Y,House / apartment,2
391085,N,,Y,House / apartment,2
298953,Y,8.0,N,House / apartment,2
276017,N,,Y,House / apartment,2
314472,Y,2.0,Y,House / apartment,1
291761,N,,Y,House / apartment,3
302374,N,,Y,House / apartment,2
123551,N,,Y,House / apartment,2
394503,N,,Y,House / apartment,3
226502,N,,N,With parents,3
303767,N,,N,House / apartment,2
326281,N,,N,House / apartment,2
196442,N,,N,House / apartment,2
413945,Y,3.0,N,House / apartment,1
176671,N,,Y,House / apartment,3
127296,Y,10.0,N,With parents,2
435945,N,,Y,House / apartment,2
236134,N,,Y,House / apartment,2
454309,Y,4.0,Y,House / apartment,3
136619,Y,26.0,N,House / apartment,2
140892,N,,N,House / apartment,2
289764,N,,Y,House / apartment,3
393897,Y,11.0,Y,House / apartment,2
332401,Y,65.0,N,With parents,3
329413,Y,13.0,Y,House / apartment,2
242350,Y,15.0,Y,House / apartment,2
373495,N,,N,House / apartment,2
160404,N,,Y,Rented apartment,2
297454,N,,Y,House / apartment,2
234063,Y,8.0,N,Rented apartment,2
112875,Y,3.0,Y,House / apartment,2
433107,N,,N,House / apartment,2
351761,N,,Y,House / apartment,2
113973,N,,Y,House / apartment,2
382585,Y,3.0,Y,House / apartment,1
395658,Y,11.0,N,Municipal apartment,1
452762,N,,N,House / apartment,2
362768,N,,Y,House / apartment,3
168362,N,,Y,House / apartment,1
126973,N,,Y,House / apartment,2
411696,N,,N,Rented apartment,3
198314,N,,N,House / apartment,2
309908,Y,11.0,Y,House / apartment,2
159190,Y,7.0,N,House / apartment,2
318836,Y,22.0,N,House / apartment,2
310533,Y,23.0,N,House / apartment,3
340554,N,,Y,House / apartment,2
104791,N,,N,With parents,2
152113,N,,Y,House / apartment,2
157056,N,,Y,House / apartment,2
149505,Y,0.0,Y,House / apartment,2
364246,N,,N,House / apartment,2
167961,N,,Y,House / apartment,1
223481,N,,N,With parents,1
313684,Y,27.0,N,House / apartment,1
314400,N,,Y,Municipal apartment,1
216806,N,,Y,House / apartment,2
281963,N,,Y,House / apartment,2
384902,Y,25.0,Y,House / apartment,2
107410,N,,Y,Municipal apartment,1
324076,Y,7.0,Y,House / apartment,2
389274,N,,Y,Rented apartment,2
368654,N,,Y,House / apartment,3
405808,N,,N,House / apartment,2
131502,Y,6.0,N,House / apartment,2
314183,N,,N,Co-op apartment,2
438386,N,,N,House / apartment,1
413836,Y,16.0,Y,House / apartment,3
425132,N,,Y,House / apartment,2
256841,N,,N,House / apartment,2
318168,Y,64.0,Y,House / apartment,2
395960,N,,Y,House / apartment,2
397912,N,,N,House / apartment,3
118958,N,,Y,With parents,2
354465,Y,24.0,Y,House / apartment,3
359244,N,,N,House / apartment,2
107583,N,,Y,House / apartment,2
185989,Y,13.0,N,House / apartment,2
266061,Y,15.0,N,House / apartment,2
200099,N,,Y,House / apartment,2
274696,Y,4.0,Y,House / apartment,1
177209,N,,N,House / apartment,1
119277,N,,Y,House / apartment,1
100328,N,,N,House / apartment,2
214672,N,,Y,House / apartment,1
157816,Y,64.0,Y,House / apartment,1
121418,Y,6.0,Y,House / apartment,2
400029,N,,Y,House / apartment,2
129498,N,,Y,House / apartment,2
140583,N,,Y,House / apartment,1
236946,Y,20.0,Y,House / apartment,2
144496,N,,N,With parents,2
437347,N,,Y,House / apartment,3
366134,Y,4.0,Y,House / apartment,1
354969,Y,16.0,N,House / apartment,2
445783,N,,N,House / apartment,2
267206,N,,Y,House / apartment,2
153212,N,,N,House / apartment,2
299740,N,,N,House / apartment,2
259815,Y,13.0,N,House / apartment,3
242716,N,,Y,House / apartment,2
431588,N,,Y,House / apartment,2
445350,N,,Y,House / apartment,2
253852,Y,65.0,N,House / apartment,2
439799,Y,14.0,N,House / apartment,2
105034,N,,Y,House / apartment,2
260854,N,,N,House / apartment,2
377643,Y,3.0,Y,House / apartment,2
195029,Y,4.0,N,House / apartment,2
284550,N,,Y,House / apartment,2
150916,N,,Y,House / apartment,1
262712,Y,0.0,N,House / apartment,2
187132,N,,Y,House / apartment,2
269456,N,,Y,House / apartment,3
429023,N,,N,House / apartment,2
128682,N,,Y,House / apartment,3
208160,N,,Y,House / apartment,3
124860,N,,Y,House / apartment,2
231793,N,,Y,Rented apartment,3
248160,Y,10.0,Y,House / apartment,2
133123,N,,Y,House / apartment,2
151054,Y,7.0,N,With parents,2
420193,N,,Y,House / apartment,2
148093,Y,6.0,Y,House / apartment,2
419580,N,,Y,House / apartment,2
214516,N,,Y,House / apartment,2
409194,N,,Y,House / apartment,3
455046,N,,Y,House / apartment,2
407925,Y,14.0,N,House / apartment,1
114739,N,,Y,House / apartment,2
271546,N,,Y,Rented apartment,2
398741,N,,Y,House / apartment,3
290208,N,,Y,House / apartment,2
438143,N,,Y,House / apartment,2
290237,N,,N,House / apartment,2
218045,N,,Y,House / apartment,2
265222,Y,14.0,N,With parents,2
402591,Y,13.0,Y,House / apartment,2
349046,N,,N,Municipal apartment,1
148936,N,,Y,With parents,3
138041,N,,Y,House / apartment,1
198550,Y,11.0,N,House / apartment,2
395074,N,,Y,House / apartment,1
378291,Y,18.0,Y,With parents,3
218511,Y,15.0,N,House / apartment,3
287709,N,,Y,House / apartment,2
454947,N,,Y,House / apartment,1
194692,N,,Y,House / apartment,2
234209,N,,Y,House / apartment,2
351358,N,,Y,House / apartment,2
113944,N,,Y,House / apartment,3
366045,N,,Y,House / apartment,2
319939,Y,7.0,Y,With parents,2
392060,N,,N,Municipal apartment,2
254108,N,,Y,House / apartment,1
354986,Y,5.0,N,House / apartment,2
413327,Y,1.0,N,House / apartment,1
240456,Y,1.0,Y,With parents,2
386988,Y,19.0,Y,House / apartment,2
370180,Y,11.0,Y,House / apartment,3
183388,Y,23.0,Y,House / apartment,2
389531,N,,Y,House / apartment,3
339436,Y,9.0,Y,House / apartment,2
109558,Y,34.0,Y,House / apartment,2
207658,Y,17.0,N,House / apartment,2
367156,N,,Y,House / apartment,2
345024,N,,N,House / apartment,2
305969,N,,N,House / apartment,2
207822,N,,Y,House / apartment,2
171839,N,,N,House / apartment,2
281457,Y,4.0,Y,House / apartment,1
368270,N,,Y,House / apartment,3
348932,N,,Y,House / apartment,2
266288,N,,N,House / apartment,2
148489,Y,8.0,Y,House / apartment,2
301357,N,,Y,House / apartment,1
183499,N,,N,House / apartment,3
230269,Y,23.0,N,Municipal apartment,2
316084,N,,Y,House / apartment,2
200514,Y,7.0,N,House / apartment,2
361509,Y,0.0,Y,House / apartment,2
314558,N,,N,House / apartment,2
141086,Y,13.0,N,House / apartment,2
374790,N,,Y,House / apartment,2
280380,Y,6.0,Y,House / apartment,2
251936,N,,Y,House / apartment,3
283291,Y,2.0,Y,House / apartment,1
311044,N,,Y,House / apartment,2
332781,N,,Y,House / apartment,2
354134,N,,Y,House / apartment,1
291936,N,,Y,House / apartment,2
387624,N,,Y,House / apartment,2
102702,Y,17.0,Y,House / apartment,2
384147,N,,Y,House / apartment,2
111919,N,,N,House / apartment,2
295977,N,,N,With parents,2
165255,N,,Y,House / apartment,2
141721,N,,N,Municipal apartment,2
243820,N,,Y,House / apartment,3
332189,Y,17.0,Y,House / apartment,2
